id_usuario;encontrado;tiempo
67734766;false;0
24044547;false;0
87784079;false;0
14243680;false;0
84152827;true;0
36639489;false;0
21376372;false;0
91300293;false;0
70373671;false;0
21894086;false;0
14774674;false;0
37110881;true;0
24313537;false;0
59767302;true;0
71531691;true;0
65493659;false;0
2941148;false;0
88325629;false;0
96724497;true;0
96101907;false;0
44575587;false;0
42938533;false;0
84288896;true;0
52791849;true;1
96512247;false;1
8363023;true;1
11050395;false;1
1211740;false;1
22491589;true;1
76075826;true;1
77537791;true;1
41742992;false;1
64603176;false;1
32583096;false;1
2270110;false;1
90000100;true;1
23007747;false;1
98892877;false;1
62887011;false;1
20041425;false;1
44433755;false;1
11406316;false;1
14484059;true;1
73621328;true;1
69277154;false;1
37482486;false;1
94998285;false;1
52923784;true;1
61037558;false;1
38607794;true;1
41534713;false;1
54896489;false;1
93691811;false;1
54554529;false;1
96046739;true;1
9001355;false;1
27515182;false;1
57325337;true;1
54409958;true;1
80298633;false;1
62995603;false;1
68640475;false;1
75305054;false;1
37757110;false;2
88846731;false;2
75028843;false;2
4697460;true;2
83380383;false;2
56047954;false;2
23593737;false;2
76125542;false;2
83668143;false;2
20770535;false;2
57435841;false;2
43770222;false;2
94037549;false;2
90596472;false;2
64676373;false;2
3592352;false;2
5806189;false;2
34028499;false;2
93602639;false;2
98657281;true;2
35680151;true;2
98792004;false;2
23018259;true;2
83153666;true;2
74657386;false;2
97625452;false;2
35287247;false;2
43194207;true;2
71930533;false;2
75861310;false;2
36165721;false;2
81729551;true;2
68339966;false;2
15768619;true;2
32579182;false;2
12361969;true;2
57413248;false;2
7091123;true;2
83952782;false;2
74474376;false;2
58327634;true;2
57834543;false;2
73705280;false;3
66092206;false;3
18354001;true;3
89087971;false;3
1583095;false;3
9888139;false;3
22227927;false;3
41916168;false;3
93314537;true;3
69613655;false;3
84438168;false;3
53349009;false;3
44133835;false;3
19168101;false;3
37731244;false;3
4713384;false;3
45568858;false;3
29283700;false;3
80949483;false;3
84069438;false;3
12665508;false;3
61913262;true;3
42646082;false;3
85177074;false;3
85163868;true;3
76839890;false;3
95153301;false;3
98338935;true;3
8830539;false;3
54939790;true;3
77253590;false;3
42829090;true;3
69691079;false;3
84091581;true;3
76475723;true;3
82857313;false;3
27546597;false;3
72649937;false;3
59412451;false;3
72851783;false;3
62767517;true;3
72694285;false;3
69216903;true;3
72802418;false;3
48806385;false;3
1854079;false;3
94683394;false;3
45364152;true;3
95439271;false;3
20544001;false;3
76254597;false;3
89842929;false;3
50002714;false;3
11331888;false;3
29206389;false;3
61975723;false;4
79375899;true;4
16712143;false;4
95021091;false;4
26252656;false;4
53417634;false;4
79985231;false;4
47709620;false;4
80604548;false;4
14227580;false;4
31947222;true;4
98786336;false;4
54159244;false;4
3027585;true;4
84768636;false;4
75336205;true;4
64821739;true;4
74657582;false;4
33307254;false;4
60831354;true;4
43082066;true;4
78351732;false;4
49615488;false;4
5667372;false;4
55809926;false;4
40760181;true;4
70737650;false;4
71022623;true;4
77703154;false;4
65146429;false;4
61425562;false;4
41252461;true;4
15211598;false;4
14286824;false;4
38332365;false;4
32835388;false;4
18923017;false;4
8365925;false;4
91915585;false;4
93691197;true;4
3405111;true;4
61317407;true;4
58530750;false;4
30624242;true;4
88134837;true;4
32838874;false;4
86002516;false;4
35652659;false;4
69084123;false;4
23341747;false;4
13077885;true;4
27803732;true;4
13563316;false;4
38357891;false;4
1461552;true;4
20071740;false;4
71803538;true;4
15025078;true;4
50693205;true;4
20342745;false;4
30058536;false;4
14427357;true;4
7441629;false;4
96088575;true;4
74823243;false;4
73740364;false;4
94969444;true;4
72281684;false;5
92322907;false;5
63122744;true;5
60507051;false;5
93812407;false;5
64494432;true;5
94207243;false;5
72182076;true;5
54449367;false;5
35698899;false;5
29675506;false;5
1660735;false;5
26617425;true;5
7003539;false;5
99108060;false;5
83606289;true;5
33924150;false;5
60893461;false;5
93619043;false;5
25704081;false;5
11981056;false;5
47277208;false;5
23469125;true;5
85610822;false;5
50490908;false;5
26550966;false;5
22677546;false;5
67546937;false;5
49780183;false;5
76868610;false;5
2404844;false;5
53696157;true;5
95849699;false;5
45688619;false;5
66655939;false;5
48708248;false;5
88635052;false;5
87754460;false;5
56233683;true;5
41966448;true;5
79169597;true;5
73390288;false;5
86793687;false;5
15821438;true;5
83847327;true;5
34116817;false;5
57483836;false;5
8177225;true;5
36164757;false;5
63825712;false;5
55439940;true;5
3936910;false;5
37289190;false;5
43545707;false;5
54658328;false;5
39997528;true;5
74511526;true;5
8640883;true;5
70063204;true;5
68968811;false;5
39810787;false;5
19550491;false;5
60049674;false;5
66774625;true;5
37355715;false;5
56005359;false;5
6489251;true;6
87397776;false;6
97150848;false;6
34743899;false;6
93131463;true;6
61060889;false;6
28394598;false;6
77129257;false;6
13251677;false;6
37831631;false;6
37221148;false;6
26109208;false;6
8674581;false;6
87566687;false;6
92270065;false;6
19597702;true;6
98724875;false;6
12347564;true;6
80690494;false;6
97724022;false;6
10717158;false;6
52192149;true;6
3511226;false;6
75952160;false;6
85492711;false;6
56993947;false;6
17043060;false;6
89129903;false;6
41727558;true;6
24569179;true;6
76834846;false;6
57697249;false;6
33512983;false;6
66871319;false;6
94231410;false;6
90036111;false;6
7200854;false;6
1797224;false;6
95343344;false;6
89769636;false;6
47339808;false;6
43231216;false;6
91141335;false;6
53354015;true;6
18936778;false;6
89094479;false;6
10925466;false;6
71845926;false;6
20319235;false;6
34695965;false;6
87222761;true;6
74297416;false;6
80139734;false;6
17630359;false;6
24012504;false;6
42425943;false;6
25594153;false;6
38605891;false;6
62312573;false;6
51248600;false;6
87027704;false;6
24136080;false;6
65525465;false;6
50410208;false;6
30037322;false;7
56801768;false;7
46353388;true;7
21652821;false;7
64532528;false;7
4373225;false;7
96657464;true;7
69314751;false;7
37802138;false;7
71370055;true;7
25077744;true;7
72127490;false;7
92031303;true;7
12344081;false;7
51877958;false;7
10840471;false;7
43739210;false;7
25144445;false;7
72369349;true;7
97572727;true;7
55061648;false;7
32502072;false;7
94563616;false;7
51837144;true;7
22664127;false;7
97816290;false;7
5896394;true;7
28121404;false;7
63279612;false;7
82928083;false;7
77524265;true;7
41838546;true;7
47091394;false;7
61522656;true;7
60111583;false;7
43508195;true;7
1786759;false;7
53627245;true;7
89460343;true;7
6696068;false;7
26766100;false;7
68538279;true;7
4641247;false;7
18478077;false;7
95734449;true;7
96678877;true;7
38394860;false;7
77389155;false;7
88006083;false;7
19702129;true;7
82105739;true;7
98188394;true;7
73215129;false;7
47295694;false;7
1164505;false;7
50754085;false;7
74449687;false;7
67002075;false;7
35044373;false;7
42472004;true;7
69070547;false;7
72532050;true;7
27611911;false;7
30649604;false;7
69292557;true;7
5563370;true;7
52782215;false;7
41435645;false;7
79593271;true;8
44142595;false;8
20272330;false;8
32196793;true;8
83864777;false;8
21172762;false;8
88449596;false;8
4129946;false;8
70207861;false;8
51508450;false;8
44225962;false;8
24550375;false;8
22283675;true;8
63371373;false;8
71968126;true;8
30096630;false;8
53759968;true;8
24478601;false;8
15600900;false;8
84260439;true;8
